date,correlation,mae,rmse,r2,mape,bias,num_points,actual_max,actual_mean,actual_std,predicted_max,predicted_mean,predicted_std
2017-01-03,0.6127443981921968,99483.105859375,133438.54533870434,0.0,353.1474818193941,69831.891796875,10,297640.0,95563.7,116752.10745854274,451912.8,165395.6,148042.47
2017-01-04,-0.07149539184964657,40204.2935546875,47449.21272093272,0.0,178.71800121607777,12355.0962890625,10,140316.0,42520.0,39204.70563876513,95064.7,54875.1,25531.207
2017-01-05,0.10701615386709853,65600.3064453125,108502.28281214125,0.0,210.24630231228468,12644.4720703125,10,348664.0,63673.7,102453.75392943555,231597.22,76318.17,61229.73
2017-01-06,0.8508198386512397,23091.0201171875,24451.200947637757,0.0,178.993511021919,23091.0201171875,10,34016.0,19452.9,10759.721262911766,65466.957,42543.92,15470.116
2017-01-07,0.8383430559351467,10330.0361328125,11665.221639920643,0.5482904052088577,93.80472063019815,4171.1744140625,10,52087.0,28701.0,18295.407298615195,46514.652,32872.176,9646.408
2017-01-08,-0.20748003124347605,71734.87265625,101505.97337703421,0.0,180.48850895740514,-20026.12890625,10,223230.0,85784.1,67129.19578850256,250404.23,65757.98,67866.56
2017-01-09,0.743344221614363,80862.415234375,97508.30509020857,0.5152925175868226,189.4610185166582,-9877.087890625,10,369924.0,130642.7,147631.99576352758,239098.48,120765.61,83210.85
2017-01-10,0.8665010612046343,85507.948046875,141427.78687662695,0.6686284213991529,61.56277818070562,-61482.241015625,10,652682.0,293069.1,258973.81965856018,534444.25,231586.84,188171.55
2017-01-11,0.7945862598939001,89246.521875,130524.40209745396,0.5671391237507014,68.6879494208541,-50272.825,10,565516.0,245234.1,209120.34688318698,493395.9,194961.28,165383.39
2017-01-12,0.7319276744444452,84683.88984375,122728.41714319136,0.304284575067137,45.633305552257156,19772.17890625,10,525122.0,180178.5,155098.66588956278,549693.94,199950.67,185165.23
2017-01-13,0.1846292757742285,80004.1416015625,124783.33441291784,0.0,88.10545935992302,-949.9353515625,10,331656.0,162107.5,95869.59642051975,367631.9,161157.56,109473.414
2017-01-14,0.7898680593159157,85149.9544921875,125349.2352979041,0.5883486482034301,30.811693233039012,-6679.6435546875,10,638863.0,223655.2,205937.60665081712,588029.94,216975.55,200844.81
2017-01-15,0.8262805481033181,89538.95,112421.4313153404,0.6510810717554715,42.458275854571326,-12189.97265625,10,578272.0,307632.2,200616.010962236,523523.62,295442.22,199067.44
2017-01-16,0.7934892976937623,61339.2734375,83540.62548905362,0.6137867036682895,65.16710131007541,-5893.79921875,10,459216.0,185174.6,141697.71835863995,306635.3,179280.8,95719.945
2017-01-17,0.9543449634516941,50027.8677734375,74151.62670340475,0.3282201521141275,29.5466035942191,39647.7099609375,10,283821.0,159343.7,95364.32568378084,422729.56,198991.4,150603.69
2017-01-18,0.9598116979725531,20390.1341796875,26445.871877356476,0.8856102881224253,22.61739294250768,-14748.6212890625,10,233860.0,133193.9,82422.00060184847,239427.86,118445.27,79697.18
2017-01-19,0.8111156554726779,45583.5845703125,52884.03924401275,0.3101195290930936,36.80050175830809,-22783.9408203125,10,214726.0,143930.2,67114.51228360872,240208.39,121146.234,85898.4
2017-01-20,0.9316697684676072,78364.466015625,99771.62668559783,0.8162239315564277,24.929614551393975,-52354.141015625,10,731344.0,458684.5,245324.72470143187,700099.0,406330.34,236994.34
2017-01-21,0.944505534093894,69161.612109375,81926.27643303922,0.6541514654515712,29.608015790778126,47764.060546875,10,434767.0,276486.3,146844.9419490202,568690.56,324250.34,189645.77
2017-01-22,0.7161370084524756,74974.287890625,110845.12315330467,0.0,52.90441297540076,60413.011328125,10,245553.0,142973.5,73152.88685918918,396082.28,203386.52,135991.73
2017-01-23,0.8358493182088,28134.4880859375,37357.949527062854,0.59940689493197,33.35475243471755,4259.7974609375,10,190277.0,111827.6,62217.13967174426,194910.92,116087.4,71082.48
2017-01-24,0.9443042688942854,18018.3744140625,21478.66002383524,0.8890883153644453,42.23171512247927,-2724.3970703125,10,197718.0,99284.2,67982.52298086946,186826.44,96559.8,62228.46
2017-01-25,0.8851717420486147,23638.91953125,28240.871630271587,0.7742850140337219,43.759849824940034,-2228.8546875,10,171143.0,93225.1,62658.01680276479,185885.06,90996.24,61010.395
2017-01-26,0.8520974000556645,29443.8365234375,32580.432403166098,0.0,169.35407356267433,29443.8365234375,10,40394.0,24023.8,13183.866755327219,92532.83,53467.637,24216.55
2017-01-27,0.4213832524841238,84855.6162109375,115447.89130322788,0.0,101.28144185819825,-35831.4810546875,10,394373.0,122563.9,119888.3573797352,310391.25,86732.42,90035.07
2017-01-28,0.9406698485115143,33120.4091796875,34572.57523436994,0.0,195.95422183201535,33120.4091796875,10,42520.0,24449.0,13941.114302666054,90710.28,57569.414,22433.096
2017-01-29,0.7401419660695865,15224.623046875,22608.925142183314,0.26707362758602027,86.4766510556201,11997.801953125,10,93544.0,35397.9,27837.388257322,105264.47,47395.7,28193.547
2017-01-30,0.35488774482950064,36059.786328125,50037.45062285727,0.0,145.20294757104358,15371.683984375,10,147757.0,39437.3,43177.664859019154,168634.17,54808.99,45154.215
2017-01-31,0.6823060256078431,50665.13515625,69208.74027184106,0.3121146724324838,97.0827197666566,-28646.371484375,10,245553.0,96201.5,87959.28016386017,152768.48,67555.125,43424.664
2017-02-01,0.7356366204723997,95563.65,124020.29021722471,0.502017206039991,58.87493719905,-23693.19375,10,535752.0,247572.7,185252.60335015837,507383.5,223879.5,163104.4
