Metric,mean,std,min,max
Mean Absolute Error,55.931747924752074,21.87646854992779,34.52943193516779,88.50264756758135
Mean Squared Error,11089.065822846034,4920.9038072661915,5948.667017340193,17808.99954753717
Root Mean Squared Error,103.14088502568237,23.74404290988078,77.12760217548704,133.45036360961018
R² Score,0.8414824242178263,0.0889781036877146,0.7217598889260772,0.9328383331061332
