Location,Feature Combination,Metric,Value
Shimla,Pressure,Mean Absolute Error (Non-zero),122.88517071765862
Shimla,Pressure,Mean Squared Error (Non-zero),29019.808662664414
Shimla,Pressure,Root Mean Squared Error (Non-zero),170.352013967151
Shimla,Pressure,R² Score (Non-zero),0.6547994422611861
Shimla,Pressure,Mean Absolute Percentage Error (Non-zero),107.3300969259251
Shimla,Pressure,Mean Squared Percentage Error (Non-zero),626.0097899284506
Shimla,Pressure,Non-zero Values Percentage,48.946886446886445
Shimla,Pressure,Mean Absolute Error (All),61.307418493559915
Shimla,Pressure,Mean Squared Error (All),14211.314899792622
Shimla,Pressure,Root Mean Squared Error (All),119.21121968922482
Shimla,Pressure,R² Score (All),0.8075190708660667
Shimla,Pressure,Mean Absolute Percentage Error (All),1158953522377.5312
Shimla,Pressure,Mean Squared Percentage Error (All),7.022106574555643e+22
Shimla,Precipitable Water,Mean Absolute Error (Non-zero),119.99428715727618
Shimla,Precipitable Water,Mean Squared Error (Non-zero),27638.992015414973
Shimla,Precipitable Water,Root Mean Squared Error (Non-zero),166.2497880161505
Shimla,Precipitable Water,R² Score (Non-zero),0.6712247289440303
Shimla,Precipitable Water,Mean Absolute Percentage Error (Non-zero),139.94261792988146
Shimla,Precipitable Water,Mean Squared Percentage Error (Non-zero),1481.775102233695
Shimla,Precipitable Water,Non-zero Values Percentage,48.946886446886445
Shimla,Precipitable Water,Mean Absolute Error (All),60.57789049514672
Shimla,Precipitable Water,Mean Squared Error (All),13559.83427395679
Shimla,Precipitable Water,Root Mean Squared Error (All),116.44670143012549
Shimla,Precipitable Water,R² Score (All),0.8163428564944795
Shimla,Precipitable Water,Mean Absolute Percentage Error (All),1844423017592.403
Shimla,Precipitable Water,Mean Squared Percentage Error (All),3.140823710761309e+23
Shimla,Wind Direction,Mean Absolute Error (Non-zero),124.11216875802468
Shimla,Wind Direction,Mean Squared Error (Non-zero),28969.152879245266
Shimla,Wind Direction,Root Mean Squared Error (Non-zero),170.20326929658333
Shimla,Wind Direction,R² Score (Non-zero),0.6554020101448085
Shimla,Wind Direction,Mean Absolute Percentage Error (Non-zero),113.48177209554993
Shimla,Wind Direction,Mean Squared Percentage Error (Non-zero),762.8920024388295
Shimla,Wind Direction,Non-zero Values Percentage,48.946886446886445
Shimla,Wind Direction,Mean Absolute Error (All),61.850562601359414
Shimla,Wind Direction,Mean Squared Error (All),14196.214490475853
Shimla,Wind Direction,Root Mean Squared Error (All),119.14786817428104
Shimla,Wind Direction,R² Score (All),0.8077235938701722
Shimla,Wind Direction,Mean Absolute Percentage Error (All),1101520292656.5464
Shimla,Wind Direction,Mean Squared Percentage Error (All),1.6716126046734895e+23
Shimla,Wind Speed,Mean Absolute Error (Non-zero),122.23106761208463
Shimla,Wind Speed,Mean Squared Error (Non-zero),28611.79947613756
Shimla,Wind Speed,Root Mean Squared Error (Non-zero),169.15022753794202
Shimla,Wind Speed,R² Score (Non-zero),0.6596528511995032
Shimla,Wind Speed,Mean Absolute Percentage Error (Non-zero),107.20910805583918
Shimla,Wind Speed,Mean Squared Percentage Error (Non-zero),612.0860896587441
Shimla,Wind Speed,Non-zero Values Percentage,48.946886446886445
Shimla,Wind Speed,Mean Absolute Error (All),62.149891099410475
Shimla,Wind Speed,Mean Squared Error (All),14028.227287226535
Shimla,Wind Speed,Root Mean Squared Error (All),118.44081765686411
Shimla,Wind Speed,R² Score (All),0.8099988465960485
Shimla,Wind Speed,Mean Absolute Percentage Error (All),2321589232558.8936
Shimla,Wind Speed,Mean Squared Percentage Error (All),2.364228723063038e+23
Shimla,all,Mean Absolute Error (Non-zero),120.12531296946491
Shimla,all,Mean Squared Error (Non-zero),26805.337322076986
Shimla,all,Root Mean Squared Error (Non-zero),163.72335606771864
Shimla,all,R² Score (Non-zero),0.6811413368874897
Shimla,all,Mean Absolute Percentage Error (Non-zero),120.9153032865539
Shimla,all,Mean Squared Percentage Error (Non-zero),865.8425894077942
Shimla,all,Non-zero Values Percentage,48.946886446886445
Shimla,all,Mean Absolute Error (All),60.336992155495714
Shimla,all,Mean Squared Error (All),13131.013458120457
Shimla,all,Root Mean Squared Error (All),114.5906342513229
Shimla,all,R² Score (All),0.8221508925309867
Shimla,all,Mean Absolute Percentage Error (All),1539391622423.9473
Shimla,all,Mean Squared Percentage Error (All),1.063543737856104e+23
Shimla,meteorological_only,Mean Absolute Error (Non-zero),173.10742671851838
Shimla,meteorological_only,Mean Squared Error (Non-zero),49545.58399562023
Shimla,meteorological_only,Root Mean Squared Error (Non-zero),222.58837345113116
Shimla,meteorological_only,R² Score (Non-zero),0.4106383185500627
Shimla,meteorological_only,Mean Absolute Percentage Error (Non-zero),128.2880440053848
Shimla,meteorological_only,Mean Squared Percentage Error (Non-zero),1220.390733158644
Shimla,meteorological_only,Non-zero Values Percentage,48.946886446886445
Shimla,meteorological_only,Mean Absolute Error (All),89.62391187226297
Shimla,meteorological_only,Mean Squared Error (All),24448.255836590375
Shimla,meteorological_only,Root Mean Squared Error (All),156.35938039206465
Shimla,meteorological_only,R² Score (All),0.668867868152039
Shimla,meteorological_only,Mean Absolute Percentage Error (All),4893216285285.402
Shimla,meteorological_only,Mean Squared Percentage Error (All),1.9723509880739027e+24
Srinagar,ghi_only,Mean Absolute Error (Non-zero),69.54785787884673
Srinagar,ghi_only,Mean Squared Error (Non-zero),13030.452431303136
Srinagar,ghi_only,Root Mean Squared Error (Non-zero),114.15100714099344
Srinagar,ghi_only,R² Score (Non-zero),0.8355245730910607
Srinagar,ghi_only,Mean Absolute Percentage Error (Non-zero),47.64439209301774
Srinagar,ghi_only,Mean Squared Percentage Error (Non-zero),226.8267454090752
Srinagar,ghi_only,Non-zero Values Percentage,48.46611721611722
Srinagar,ghi_only,Mean Absolute Error (All),34.58833883462312
Srinagar,ghi_only,Mean Squared Error (All),6319.737394376706
Srinagar,ghi_only,Root Mean Squared Error (All),79.49677599989012
Srinagar,ghi_only,R² Score (All),0.9286488726801148
Srinagar,ghi_only,Mean Absolute Percentage Error (All),881192513785.7523
Srinagar,ghi_only,Mean Squared Percentage Error (All),4.3830452309325515e+22
Srinagar,Temperature,Mean Absolute Error (Non-zero),69.13943513134036
Srinagar,Temperature,Mean Squared Error (Non-zero),12670.704447215068
Srinagar,Temperature,Root Mean Squared Error (Non-zero),112.56422365572051
Srinagar,Temperature,R² Score (Non-zero),0.8400654517423938
Srinagar,Temperature,Mean Absolute Percentage Error (Non-zero),52.27551290291633
Srinagar,Temperature,Mean Squared Percentage Error (Non-zero),300.6861712025957
Srinagar,Temperature,Non-zero Values Percentage,48.46611721611722
Srinagar,Temperature,Mean Absolute Error (All),34.22696333361208
Srinagar,Temperature,Mean Squared Error (All),6157.800437516798
Srinagar,Temperature,Root Mean Squared Error (All),78.47165371977832
Srinagar,Temperature,R² Score (All),0.9304771740327923
Srinagar,Temperature,Mean Absolute Percentage Error (All),717763660320.6746
Srinagar,Temperature,Mean Squared Percentage Error (All),1.6801968021765236e+23
Srinagar,Relative Humidity,Mean Absolute Error (Non-zero),68.42309851431317
Srinagar,Relative Humidity,Mean Squared Error (Non-zero),13258.709123772853
Srinagar,Relative Humidity,Root Mean Squared Error (Non-zero),115.1464681341675
Srinagar,Relative Humidity,R² Score (Non-zero),0.8326434285462565
Srinagar,Relative Humidity,Mean Absolute Percentage Error (Non-zero),51.806446906626476
Srinagar,Relative Humidity,Mean Squared Percentage Error (Non-zero),284.9801172572481
Srinagar,Relative Humidity,Non-zero Values Percentage,48.46611721611722
Srinagar,Relative Humidity,Mean Absolute Error (All),34.694410565994126
Srinagar,Relative Humidity,Mean Squared Error (All),6588.776911117775
Srinagar,Relative Humidity,Root Mean Squared Error (All),81.17128131992112
Srinagar,Relative Humidity,R² Score (All),0.925611361528124
Srinagar,Relative Humidity,Mean Absolute Percentage Error (All),1532391437172.8545
Srinagar,Relative Humidity,Mean Squared Percentage Error (All),1.6279540584599547e+24
Srinagar,Pressure,Mean Absolute Error (Non-zero),69.57670970062294
Srinagar,Pressure,Mean Squared Error (Non-zero),12612.385631004048
Srinagar,Pressure,Root Mean Squared Error (Non-zero),112.304878037439
Srinagar,Pressure,R² Score (Non-zero),0.8408015744705722
Srinagar,Pressure,Mean Absolute Percentage Error (Non-zero),52.893272654715
Srinagar,Pressure,Mean Squared Percentage Error (Non-zero),310.44479602323827
Srinagar,Pressure,Non-zero Values Percentage,48.46611721611722
Srinagar,Pressure,Mean Absolute Error (All),34.773365134396414
Srinagar,Pressure,Mean Squared Error (All),6118.799826682586
Srinagar,Pressure,Root Mean Squared Error (All),78.22275772869803
Srinagar,Pressure,R² Score (All),0.9309174989031993
Srinagar,Pressure,Mean Absolute Percentage Error (All),1052235455800.5352
Srinagar,Pressure,Mean Squared Percentage Error (All),6.066223011438273e+22
Srinagar,Precipitable Water,Mean Absolute Error (Non-zero),67.57568610370349
Srinagar,Precipitable Water,Mean Squared Error (Non-zero),12437.18872836759
Srinagar,Precipitable Water,Root Mean Squared Error (Non-zero),111.5221445649589
Srinagar,Precipitable Water,R² Score (Non-zero),0.8430129777588442
Srinagar,Precipitable Water,Mean Absolute Percentage Error (Non-zero),54.58044359101496
Srinagar,Precipitable Water,Mean Squared Percentage Error (Non-zero),347.9841970148466
Srinagar,Precipitable Water,Non-zero Values Percentage,48.46611721611722
Srinagar,Precipitable Water,Mean Absolute Error (All),34.90496848022519
Srinagar,Precipitable Water,Mean Squared Error (All),6082.081978722865
Srinagar,Precipitable Water,Root Mean Squared Error (All),77.98770402263978
Srinagar,Precipitable Water,R² Score (All),0.9313320509140183
Srinagar,Precipitable Water,Mean Absolute Percentage Error (All),2153657243635.2776
Srinagar,Precipitable Water,Mean Squared Percentage Error (All),5.4259511242508635e+23
Srinagar,Wind Direction,Mean Absolute Error (Non-zero),73.86304931838838
Srinagar,Wind Direction,Mean Squared Error (Non-zero),13020.543975085373
Srinagar,Wind Direction,Root Mean Squared Error (Non-zero),114.1075982355486
Srinagar,Wind Direction,R² Score (Non-zero),0.8356496414703067
Srinagar,Wind Direction,Mean Absolute Percentage Error (Non-zero),48.13428548849888
Srinagar,Wind Direction,Mean Squared Percentage Error (Non-zero),233.4704891557319
Srinagar,Wind Direction,Non-zero Values Percentage,48.46611721611722
Srinagar,Wind Direction,Mean Absolute Error (All),36.88431353394911
Srinagar,Wind Direction,Mean Squared Error (All),6318.317718414871
Srinagar,Wind Direction,Root Mean Squared Error (All),79.48784635662783
Srinagar,Wind Direction,R² Score (All),0.9286649011119916
Srinagar,Wind Direction,Mean Absolute Percentage Error (All),1085761471923.8583
Srinagar,Wind Direction,Mean Squared Percentage Error (All),7.765613273906204e+22
Srinagar,Wind Speed,Mean Absolute Error (Non-zero),69.30829015384037
Srinagar,Wind Speed,Mean Squared Error (Non-zero),13044.697381354434
Srinagar,Wind Speed,Root Mean Squared Error (Non-zero),114.21338529854735
Srinagar,Wind Speed,R² Score (Non-zero),0.83534476780392
Srinagar,Wind Speed,Mean Absolute Percentage Error (Non-zero),46.65926013483755
Srinagar,Wind Speed,Mean Squared Percentage Error (Non-zero),207.69968902978016
Srinagar,Wind Speed,Non-zero Values Percentage,48.46611721611722
Srinagar,Wind Speed,Mean Absolute Error (All),34.7024472987368
Srinagar,Wind Speed,Mean Squared Error (All),6328.1179144631315
Srinagar,Wind Speed,Root Mean Squared Error (All),79.54946834808597
Srinagar,Wind Speed,R² Score (All),0.9285542548948528
Srinagar,Wind Speed,Mean Absolute Percentage Error (All),1111410152312.5073
Srinagar,Wind Speed,Mean Squared Percentage Error (All),5.859591128118959e+22
Srinagar,all,Mean Absolute Error (Non-zero),66.05043912373121
Srinagar,all,Mean Squared Error (Non-zero),12909.002921674262
Srinagar,all,Root Mean Squared Error (Non-zero),113.61779315615254
Srinagar,all,R² Score (Non-zero),0.8370575559287174
Srinagar,all,Mean Absolute Percentage Error (Non-zero),57.117053241855785
Srinagar,all,Mean Squared Percentage Error (Non-zero),400.81608992806446
Srinagar,all,Non-zero Values Percentage,48.46611721611722
Srinagar,all,Mean Absolute Error (All),33.51601087807611
Srinagar,all,Mean Squared Error (All),6356.25780984155
Srinagar,all,Root Mean Squared Error (All),79.72614257470099
Srinagar,all,R² Score (All),0.9282365497225302
Srinagar,all,Mean Absolute Percentage Error (All),1503927630636.087
Srinagar,all,Mean Squared Percentage Error (All),9.976532239090646e+23
Srinagar,meteorological_only,Mean Absolute Error (Non-zero),178.92382679495788
Srinagar,meteorological_only,Mean Squared Error (Non-zero),53321.78869422704
Srinagar,meteorological_only,Root Mean Squared Error (Non-zero),230.91511144623482
Srinagar,meteorological_only,R² Score (Non-zero),0.32695169217895115
Srinagar,meteorological_only,Mean Absolute Percentage Error (Non-zero),172.77454778065672
Srinagar,meteorological_only,Mean Squared Percentage Error (Non-zero),4867.277031387458
Srinagar,meteorological_only,Non-zero Values Percentage,48.46611721611722
Srinagar,meteorological_only,Mean Absolute Error (All),123.8273513817258
Srinagar,meteorological_only,Mean Squared Error (All),36438.640719379706
Srinagar,meteorological_only,Root Mean Squared Error (All),190.88907962316677
Srinagar,meteorological_only,R² Score (All),0.5886002960114389
Srinagar,meteorological_only,Mean Absolute Percentage Error (All),37109919759802.72
Srinagar,meteorological_only,Mean Squared Percentage Error (All),1.0595640109105288e+26
