date,correlation,mae,rmse,r2,mape,bias,num_points,actual_max,actual_mean,actual_std,predicted_max,predicted_mean,predicted_std
2019-07-21,0.7794416564789494,407770.7931082589,525163.3701674637,0,133041.1174012319,407770.7931082589,14,961.0,392.2857142857143,310.36267335327074,939906.06,408163.06,343671.8
2019-07-22,0.9668592185753888,545990.8988560268,628450.1803049741,0,99641.45664991782,545990.8988560268,14,972.0,546.8571428571429,328.00137362349733,910239.4,546537.7,323261.5
2019-07-23,0.9995199554190338,563508.3328683035,656459.4170373282,0,101789.4878821062,563508.3328683035,14,962.0,549.3571428571429,339.7706482417123,975026.3,564057.7,349796.6
2019-07-24,0.8373901870931995,455454.5594308036,544428.1235643756,0,228800.17326608187,455454.5594308036,14,853.0,384.0,268.2983414037441,960793.9,455838.5,309750.78
2019-07-25,0.9195682035058117,108038.10505022321,123072.50458967454,0,203755.00636376697,108038.10505022321,14,98.0,57.42857142857143,33.369065097699476,194438.45,108095.54,61201.65
2019-07-26,0.9014450172212608,62992.3974609375,70494.98167203498,0,186128.00753099986,62992.3974609375,14,97.0,51.785714285714285,35.67627647746753,109486.92,63044.188,32873.273
2019-07-27,0.9024004899475466,58964.10986328125,65743.52244898296,0,169017.47838593074,58964.10986328125,14,111.0,55.714285714285715,39.44700158524009,109124.42,59019.82,30209.732
2019-07-28,0.9009900565166661,277240.62932477676,362837.89583007415,0,214966.18033560336,277240.62932477676,14,647.0,284.2857142857143,269.8966835294939,658171.06,277524.9,243149.52
2019-07-29,0.6781104028548665,238370.01981026787,296468.6061998171,0,246753.03682292774,238370.01981026787,14,434.0,164.14285714285714,165.06821766626211,529396.94,238534.14,183042.56
2019-07-30,0.1538689215278333,136779.06849888392,179852.3985135929,0,273316.7945344329,136779.06849888392,14,426.0,93.78571428571429,110.82986168789638,422553.88,136872.84,121208.91
2019-07-31,0.6992840980409166,139027.61635044642,210989.40727922478,0,273543.7553760365,139027.61635044642,14,602.0,124.28571428571429,180.93025794973664,531756.9,139151.89,164824.31
2019-08-01,0.2620100582619629,134865.29952566963,173926.73902667337,0,255940.50406913075,134865.29952566963,14,391.0,123.0,121.25687926559371,456010.44,134988.3,114004.06
2019-08-02,0.42162358307905756,166845.0248325893,199860.82952567004,0,171873.72817300487,166845.0248325893,14,410.0,161.35714285714286,118.9063025714314,403104.72,167006.38,114235.914
2019-08-03,0.6824758674809676,316001.6065848214,393680.1095410686,0,122982.07201490116,316001.6065848214,14,617.0,276.14285714285717,172.19481683562645,817923.3,316277.75,243772.06
2019-08-04,0.6998592121477683,385265.1873604911,493750.9758486351,0,127339.73321801325,385265.1873604911,14,975.0,368.42857142857144,331.03769580510925,928181.94,385633.6,320694.1
2019-08-05,0.9404711381913419,280280.11690848216,341690.0420103031,0,120205.31063741723,280280.11690848216,14,469.0,236.71428571428572,163.41190455242406,577453.7,280516.8,202966.95
2019-08-06,0.7549703433912064,202093.9379185268,267643.357715766,0,349693.65968585527,202093.9379185268,14,555.0,170.28571428571428,185.53516298345363,501539.94,202264.23,182237.66
2019-08-07,0.77659475578494,336590.64787946426,405113.5161120992,0,131922.3542358965,336590.64787946426,14,705.0,327.0,235.42302351299458,724224.75,336917.66,234134.1
2019-08-08,0.8789771931135139,386043.1785714286,483294.989871928,0,119504.38217991455,386043.1785714286,14,620.0,324.7857142857143,213.50019944916951,772382.3,386367.94,301929.5
2019-08-09,0.7830696571998623,195523.06319754463,228417.2179169304,0,286489.13655356155,195523.06319754463,14,582.0,195.85714285714286,182.81762965941144,380476.25,195718.92,122690.49
2019-08-10,0.5095702710771279,221998.95807756696,291173.9731606764,0,319369.90041066427,221998.95807756696,14,785.0,193.28571428571428,223.2040903166112,665830.5,222192.23,195637.1
2019-08-11,0.8607317628436626,418271.5478515625,547962.9094095922,0,138494.392989299,418271.5478515625,14,964.0000000000001,418.0,362.1472288788296,913245.1,418689.53,367669.34
2019-08-12,0.7945335379250282,430606.74549278844,536453.6908237046,0,137376.55357392106,430606.74549278844,13,958.0,398.0769230769231,320.046991741958,900854.94,431004.84,333256.38
2019-08-13,0.8358524994349168,300450.3324819711,350604.58574804576,0,300379.09410922613,300450.3324819711,13,749.0,307.38461538461536,243.54792083610516,567400.25,300757.72,188284.02
2019-08-14,0.7839325920828886,356511.8813100961,453149.670933227,0,253950.35869129378,356511.8813100961,13,707.0,266.61538461538464,259.42132348155786,817936.5,356778.5,291346.28
2019-08-15,0.7843425883921583,426519.2333233173,530844.947447918,0,167873.53653282367,426519.2333233173,13,730.0,369.61538461538464,260.6461645160409,876681.5,426888.84,329143.34
2019-08-16,0.3038680442387132,110643.24909855769,129021.5047209502,0,341508.4008079912,110643.24909855769,13,240.0,78.07692307692308,63.70042064024059,282683.2,110721.34,69096.62
2019-08-17,0.17354400962004557,152650.21349158653,184217.04207156374,0,254208.7818838419,152650.21349158653,13,396.0,111.23076923076923,110.03117273917867,405346.72,152761.44,107350.23
2019-08-18,0.3349200812389822,193890.5712139423,228680.90358542028,0,301365.64925295726,193890.5712139423,13,440.0,184.0,140.40061728259363,385589.6,194074.58,126247.266
2019-08-19,0.5386253466902023,227041.26607572116,294863.5008489513,0,318992.7102826897,227041.26607572116,13,963.0,184.84615384615384,265.34029916123626,625352.6,227226.1,195965.36
2019-08-20,0.8706937772771313,527517.9812199519,627595.2821047232,0,96458.11450598265,527517.9812199519,13,999.0,566.9230769230769,342.7356759804027,962223.56,528084.94,354182.53
