date,correlation,mae,rmse,r2,num_points,actual_max,actual_mean,actual_std,predicted_max,predicted_mean,predicted_std
2018-07-10,0.9350511381626978,54.626991271972656,72.5892668772292,0.8624835726863627,9,624,406.3333333333333,207.621049029235,620.2864990234375,422.9042053222656,179.94699096679688
2018-07-11,0.8884908638608527,72.21146567662556,107.44791643537373,0.7301247160051024,24,649,291.8333333333333,211.2798816872944,605.718994140625,340.9017028808594,199.31028747558594
2018-07-12,0.8349102555225008,100.40656844774882,139.1454534240886,0.6445870186724931,24,700,319.875,238.42076662178934,630.9795532226562,372.2287902832031,187.94406127929688
2018-07-13,0.968429684290252,50.71893755594889,69.36569021344967,0.9224583891411892,24,710,409.2083333333333,254.4596968457688,675.5617065429688,427.3173522949219,220.83729553222656
2018-07-14,0.9734159345484321,60.0621329943339,68.351889615737,0.9236005729433162,24,740,431.9583333333333,252.60804475582785,640.8694458007812,411.9565124511719,212.57550048828125
2018-07-15,0.5329314446878205,181.78675238291422,274.58706421447073,0.0,24,720,233.08333333333334,246.59153281889257,671.9707641601562,391.7406311035156,225.61056518554688
2018-07-16,0.8543476633536322,112.27907101313274,155.62820258159005,0.594861277710657,24,702,283.5416666666667,249.76301448732778,675.9862060546875,372.4345703125,226.76443481445312
2018-07-17,0.9783242537390767,43.66861359278361,50.05256881136625,0.9534728829588031,24,706,399.375,237.0363781473582,673.2761840820312,399.008056640625,217.5916748046875
2018-07-18,0.9475581107506322,65.02834622065227,75.30222446167225,0.8954771606042441,24,715,407.0,237.92709880933296,681.6183471679688,415.109130859375,217.2867889404297
2018-07-19,0.9704393598139173,48.03976424535116,57.464876309024696,0.9387381886449561,24,697,414.25,237.16427071620174,697.7679443359375,426.8634948730469,232.03244018554688
2018-07-20,0.8698626297718701,93.34814023971558,132.4373863082977,0.6007789137419157,24,641,298.7083333333333,214.11424808238255,685.1218872070312,376.9029541015625,213.92950439453125
2018-07-21,0.9487465312890033,89.2952938079834,103.11232579630445,0.8570369249305821,24,772,373.5416666666667,278.5738492621905,635.9985961914062,372.79443359375,206.4789581298828
2018-07-22,0.8661405897908536,105.51741536458333,130.4124306018245,0.7324567279941134,24,782,393.2916666666667,257.5512577377925,812.4977416992188,421.5785217285156,241.56863403320312
2018-07-23,0.9627980613113492,72.65793911616008,89.66553001291263,0.8632849630837922,24,755,449.875,247.71886458153568,668.2698364257812,394.7181396484375,211.40943908691406
2018-07-24,0.9306749992449981,79.1377436319987,96.08288308414079,0.8619074500435306,24,785,438.6666666666667,264.1208002059839,719.0324096679688,437.0748291015625,228.6720428466797
2018-07-25,0.8224745179875044,104.46639696756999,147.1708382417521,0.6548612170493806,24,819,369.9583333333333,255.89781913994446,671.3737182617188,406.3330383300781,216.3006591796875
2018-07-26,0.9504488082589096,74.41749636332194,96.46822754625009,0.8661439880531979,24,827,471.75,269.34384844590784,755.7445678710938,424.9768371582031,235.58877563476562
2018-07-27,0.9747725703705419,86.51481294631958,112.41600198797047,0.8435136979469324,24,859,463.7083333333333,290.28973220420386,703.977783203125,384.45751953125,233.62136840820312
2018-07-28,0.9763964721855054,102.13506627082825,116.68781035158831,0.8072935286875914,24,856,511.5,271.5307653319217,709.6011352539062,416.1603698730469,229.2921905517578
2018-07-29,0.9833643349640264,65.77244059244792,77.43147399616298,0.9187110788718617,24,850,521.0833333333334,277.42369364764335,748.712158203125,471.4486999511719,238.95289611816406
2018-07-30,0.9312834084877459,92.2522276242574,128.3363435551933,0.8182325826259322,24,831,432.5833333333333,307.4916636079843,798.563720703125,492.0664978027344,255.60084533691406
2018-07-31,0.9435026009826182,73.43488121032715,90.164982869797,0.8832246319509052,24,834,437.625,269.5280597637285,799.4624633789062,455.3583068847656,240.944580078125
2018-08-01,0.9750817218778719,82.72036441167195,101.13528046182714,0.8678457151630301,24,868,481.2083333333333,284.1867082481648,789.4639282226562,407.1570739746094,245.85963439941406
2018-08-02,0.9885458182225737,50.93503491083781,58.438249863378665,0.9575057724458367,24,911,527.2916666666666,289.583580961212,852.0703735351562,489.7981262207031,272.6076354980469
2018-08-03,0.9699719306068766,74.61786985397339,86.56925550942448,0.8954692516802338,24,905,555.5416666666666,273.51638996540987,828.0994262695312,500.5279846191406,249.92271423339844
2018-08-04,0.983605640170668,34.133243242899574,47.65435740431933,0.9672612261533451,24,856,539.6666666666666,269.0376839075129,855.0812377929688,536.8067016601562,267.3296813964844
2018-08-05,0.7993978481655512,109.65349992116292,185.46278823215408,0.5997955626082025,24,852,434.75,299.4729065193218,807.383544921875,491.9621887207031,249.5849609375
2018-08-06,0.8400523164571927,107.25688171386719,144.7213507778424,0.6768003752598998,24,893,512.1666666666666,260.0392389565495,811.3214721679688,474.7980041503906,240.7234649658203
2018-08-07,0.9703306061905573,78.1374438603719,91.06659197595853,0.9035653255472926,24,915,531.9166666666666,299.5602453258946,825.9728393554688,478.0467529296875,271.1865234375
2018-08-08,0.9455241076830193,65.91397698720296,85.6763073089951,0.8930137401057231,24,878,482.2916666666667,267.5706293049868,847.7244873046875,478.9087829589844,245.26129150390625
2018-08-09,0.9647702898341356,60.07200845082601,72.19897501940719,0.9249635862011328,24,879,528.7916666666666,269.238213446216,833.0364379882812,509.6358642578125,253.5199737548828
2018-08-10,0.9845446735787294,128.10508982340494,140.4591487676141,0.7603807318352915,24,962,637.5416666666666,293.1101557534251,838.8265380859375,510.6129150390625,254.81561279296875
2018-08-11,0.8247059659523892,122.78199084599812,154.19884228936306,0.6380678183770133,24,949,521.4166666666666,261.823856598397,824.4856567382812,494.3763122558594,261.98358154296875
