date,correlation,mae,rmse,r2,mape,bias,num_points,actual_max,actual_mean,actual_std,predicted_max,predicted_mean,predicted_std
2019-07-21,0.8404478942820631,499813.7159598214,594087.3980755297,0,402684.5379535457,499813.7159598214,14,883.0,362.5,333.19404140946045,910091.2,500176.22,333534.94
2019-07-22,0.819795483637603,491797.927734375,584253.3912706397,0,288245.0994121659,491797.927734375,14,869.0,341.85714285714283,323.41253891843826,900373.44,492139.78,327587.03
2019-07-23,0.9127929601006568,495271.63030133926,587308.0516529287,0,164412.86094691927,495271.63030133926,14,832.0,398.14285714285717,266.94506987331744,901907.5,495669.78,327812.16
2019-07-24,0.9862816665869747,491314.59737723216,582872.1592871019,0,431840.95278028963,491314.59737723216,14,728.0,372.85714285714283,298.9265042532277,891277.1,491687.47,325741.12
2019-07-25,0.9090316140104217,506667.64202008926,605306.1513619376,0,742374.9814417658,506667.64202008926,14,161.0,74.85714285714286,54.34201822765644,929309.06,506742.5,343736.22
2019-07-26,0.8332090117069512,436104.88113839284,523484.63178078894,0,696628.3956658399,436104.88113839284,14,141.0,66.85714285714286,47.134598011124794,837315.75,436171.72,300536.5
2019-07-27,0.9774689806807334,419537.21065848216,506744.3870864528,0,912794.159265977,419537.21065848216,14,98.0,46.285714285714285,34.82357418016305,809680.7,419583.5,294978.3
2019-07-28,0.7705424357251814,409684.1007254464,501447.96876630845,0,171961.3854097375,409684.1007254464,14,944.0,343.2857142857143,253.2813663684136,819109.6,410027.44,300262.53
2019-07-29,0.6559576925495105,449765.2862723214,537583.5751680064,0,138216.8355615122,449765.2862723214,14,745.0,379.42857142857144,227.77610946707307,849962.2,450144.72,305726.0
2019-07-30,0.8415438133082542,481656.46344866074,568275.102566027,0,249926.73949237345,481656.46344866074,14,652.0,280.2142857142857,203.5130608439319,874677.3,481936.7,313123.8
2019-07-31,0.8940441155001628,504228.857421875,591853.3869996776,0,395988.26458087866,504228.857421875,14,670.0,276.2142857142857,241.41001781884842,896954.94,504505.03,321823.75
2019-08-01,0.9116760051480576,417707.09988839284,505377.42049202544,0,147012.81610269268,417707.09988839284,14,903.0,405.92857142857144,269.5339180270879,807675.56,418113.03,295461.34
2019-08-02,0.8684976140952435,428799.583984375,516809.88087659504,0,254918.26513158763,428799.583984375,14,745.0,322.2142857142857,251.12000764924775,819105.7,429121.8,299592.7
2019-08-03,0.6139652271191297,409441.6007254464,502744.39138744364,0,485757.7177514432,409441.6007254464,14,404.0,151.78571428571428,128.81780728038913,802156.4,409593.4,302827.12
2019-08-04,0.906250751500814,372876.349609375,452040.0433972578,0,420756.00893064827,372876.349609375,14,784.0,290.14285714285717,293.67089301902803,734240.1,373166.47,265458.06
2019-08-05,0.8475489044143563,368089.7059151786,448527.74478351907,0,440986.28677322913,368089.7059151786,14,859.0,331.42857142857144,319.89029712981636,731108.75,368421.2,266240.94
2019-08-06,0.3178361099364439,434838.49190848216,519111.9231602958,0,824374.6744805236,434838.49190848216,14,364.0,99.71428571428571,101.751906859039,815987.56,434938.2,294271.56
2019-08-07,0.9306839725867164,413661.78976004466,501400.90712342755,0,206060.16831358933,413661.78976004466,14,760.0,349.35714285714283,293.3387663915765,787382.75,414011.2,294318.38
2019-08-08,0.9100256191704734,457734.4155649039,536673.7858351392,0,110757.1308585894,457734.4155649039,13,883.0,497.0769230769231,321.474328041515,823179.7,458231.47,291907.78
2019-08-09,0.8617023374631188,488990.2391826923,565261.6253031864,0,159499.70133646045,488990.2391826923,13,790.0,386.15384615384613,238.5724369920123,858857.56,489376.44,295349.62
2019-08-10,0.6267765792682006,496281.26051682694,571994.3878796296,0,202791.23774191373,496281.26051682694,13,902.0,348.38461538461536,285.3902411498854,863198.5,496629.66,296190.1
2019-08-11,0.8352247258382252,474567.9717548077,552606.5637939047,0,435939.5527554534,474567.9717548077,13,936.0,399.38461538461536,339.06305668747876,849682.56,474967.3,294968.03
2019-08-12,0.8932538203557887,457468.224609375,533812.2545611006,0,253108.87692893553,457468.224609375,13,582.0,252.0,205.52169390764243,814920.2,457720.22,286513.6
2019-08-13,0.694602661315424,461756.41466346156,541728.9105837943,0,550402.0598595792,461756.41466346156,13,756.0,282.6923076923077,285.95698528956666,831511.7,462039.06,295052.47
2019-08-14,0.9682684026066352,457939.1240985577,539755.1402414659,0,369039.92756816716,457939.1240985577,13,776.0,396.9230769230769,288.2442429429313,830622.0,458336.0,297650.34
2019-08-15,0.9228586968945666,436496.3608774039,505368.7128258225,0,419154.1647757469,436496.3608774039,13,816.0,425.61538461538464,306.293850863714,764905.2,436922.0,265375.4
2019-08-16,0.7161169014117028,460760.86989182694,533773.2538407501,0,190059.08455210234,460760.86989182694,13,930.0,304.53846153846155,239.061573443822,817985.4,461065.38,280642.9
2019-08-17,0.6579873454388219,433616.72235576925,516693.8723531302,0,700305.571570359,433616.72235576925,13,418.0,136.07692307692307,124.35062091954717,817060.44,433752.84,292533.8
