date,correlation,mae,rmse,r2,num_points,actual_max,actual_mean,actual_std,predicted_max,predicted_mean,predicted_std
2020-01-01,0.8292705175012232,494750.20040734607,591122.9208652895,0,24,972000.0,495250.0,330698.63464568724,797.8663940429688,499.799560546875,297.53631591796875
2020-01-02,0.8406629070645782,486481.9586664836,580032.4985189141,0,24,962000.0,487083.3333333333,322873.2308327926,824.4273071289062,601.3745727539062,250.94407653808594
2020-01-03,0.8792650624505769,143726.44728533426,231019.25267738165,0,24,619000.0,144083.33333333334,184985.7613008579,827.299560546875,356.885986328125,261.0164794921875
2020-01-04,0.9248870161440862,60991.14703178406,69755.62724642882,0,24,111000.0,61125.0,34636.38762668658,227.59124755859375,133.85296630859375,61.381221771240234
2020-01-05,0.6284016831706669,221473.9529118538,318594.235570766,0,24,647000.0,221791.66666666666,234084.33618949255,645.4054565429688,317.7137756347656,215.65261840820312
2020-01-06,0.46704737242371863,99104.48382743199,165115.39609295237,0,24,434000.0,99375.0,134989.79430022623,563.3126831054688,270.5162048339844,178.9130401611328
2020-01-07,0.3518092444478374,140045.40294369063,208007.7789615635,0,24,602000.0,140333.33333333334,157171.09665326003,636.0338134765625,287.9303894042969,179.1057586669922
2020-01-08,0.5694032020872151,219280.45048077902,268161.096350931,0,24,617000.0,219666.66666666666,157789.53143945913,655.1199340820312,386.2161865234375,195.802001953125
2020-01-09,0.7241797828706714,327643.9722859065,424008.27188799117,0,24,975000.0,328125.0,275128.63592208613,801.4312744140625,481.0277099609375,286.50933837890625
2020-01-10,0.7003421338302078,162735.60153583685,228835.06554717442,0,24,555000.0,163083.33333333334,164514.28289167577,797.9503784179688,347.7317199707031,247.6580047607422
2020-01-11,0.6915902717532835,368316.8231680393,420258.3818710735,0,24,705000.0,368833.3333333333,206904.44479363493,782.75341796875,516.5101318359375,240.4722137451172
2020-01-12,0.5126994328275141,204937.7530605793,282388.4740502414,0,24,785000.0,205291.66666666666,198559.70061959937,684.9937133789062,353.91357421875,202.32827758789062
2020-01-13,0.8353152467608969,324596.581243515,455453.59369384416,0,24,964000.0,325000.0,326549.6832829178,744.405029296875,403.4187927246094,223.0158233642578
2020-01-14,0.7293248874979352,331305.23645242053,439618.2863191678,0,24,958000.0,331833.3333333333,295383.26858899585,816.0006103515625,528.096923828125,278.0319519042969
2020-01-15,0.7314759171764411,343065.6428583463,423929.81138625497,0,24,730000.0,343500.0,254575.349740803,719.5315551757812,434.3571472167969,240.55067443847656
