date,correlation,mae,rmse,r2,mape,bias,num_points,actual_max,actual_mean,actual_std,predicted_max,predicted_mean,predicted_std
2019-07-21,0.8687697995932435,191.6422974722726,244.7104703197765,0.430669544691307,128.05963697485015,183.93013054983956,14,948.0,512.5,336.5601443564445,923.0677,696.4301,275.71704
2019-07-22,0.8166579669623973,209.21597017560686,267.3880684105856,0.289213205338798,118.87714767602904,194.8930331638881,14,963.0,519.3571428571429,329.1278935758413,918.75323,714.2502,272.12787
2019-07-23,0.877326993452872,193.1082660130092,238.82831989257087,0.32002654226778493,109.63932756025162,193.1082660130092,14,877.0,506.5,300.5606939858084,922.5025,699.6083,285.20615
2019-07-24,0.8522148096713729,219.77514484950476,267.66201313713003,0.1342856727542735,194.98649768105489,219.77514484950476,14,789.0,471.2142857142857,298.5326109158257,922.58575,690.98944,281.65512
2019-07-25,0.7871270434282815,247.396600995745,275.9404916263862,0.0,627.0182453974916,247.396600995745,14,115.0,54.07142857142857,39.233941910063,461.96295,301.46802,155.38736
2019-07-26,0.8845743395214136,303.1036229814802,349.27880753735883,0.0,684.8621284524442,303.1036229814802,14,95.0,49.285714285714285,31.98900910151334,544.341,352.38934,207.7918
2019-07-27,0.8791934241068592,52.23552404131208,58.669711756044606,0.0,188.7366196272214,52.23552404131208,14,132.0,64.21428571428571,47.1856865054331,193.35396,116.44982,57.70327
2019-07-28,0.7788610857544059,87.19512503487724,105.05445697545323,0.0,315.0054486599762,87.19512503487724,14,119.0,60.857142857142854,41.53007648376358,289.94778,148.05225,87.29238
2019-07-29,0.6800402882080988,149.74999100821358,212.41413052006266,0.38673906422900595,226.27260032265895,63.33586965288435,14,878.0,367.35714285714283,281.48359896007526,644.93097,430.69302,232.39801
2019-07-30,0.8037939076564409,187.54898071289062,232.93678514449562,0.43910118230061534,128.07112267506236,141.49063982282365,14,950.0,482.92857142857144,322.76627988154434,841.2139,624.41925,257.54877
2019-07-31,0.8349739178256211,229.5338478088379,281.45876473541506,0.12895719920649307,171.39197364242648,224.4336542401995,14,955.0,465.92857142857144,312.95894650545176,923.35895,690.36224,298.84445
2019-08-01,0.6948307853514498,320.5919224875314,348.2648716072936,0.0,683.9888785173735,320.5919224875314,14,440.0,173.92857142857142,160.79488333120088,705.37305,494.52048,192.72253
2019-08-02,0.8088626244937724,173.62177208491735,247.04476339045212,0.346079025865072,122.92183373589363,148.92716312408447,14,871.0,456.2142857142857,317.03364989356436,916.41547,605.1415,340.6379
2019-08-03,0.6636599910683295,274.97384807041715,359.4497358823279,0.0,206.51924554021366,273.57604490007674,14,852.0,388.92857142857144,299.58393309226875,892.7904,662.5046,290.0437
2019-08-04,0.7930082546264501,165.39248303004675,244.30502322162994,0.45623068153841395,191.02107965485033,136.60820743015833,14,966.0,553.3571428571429,343.80911679478305,924.5964,689.96533,290.20822
2019-08-05,0.8843481514946897,211.31371906825476,249.84919941156437,0.22496821861247152,182.52871468881528,211.31371906825476,14,848.0,483.7857142857143,294.51712202321136,919.15625,695.0995,275.7843
2019-08-06,0.8797294988602248,197.3114673069545,249.25776318966277,0.4286189573945953,198.3327468961119,192.06169400896346,14,943.0,492.85714285714283,342.19851574170247,918.79254,684.9189,274.39725
2019-08-07,0.7457899897049998,310.3067896706717,368.3356401187788,0.0,257.59915090400864,310.3067896706717,14,839.0,377.07142857142856,272.4799115490942,915.4221,687.3783,300.4767
2019-08-08,0.8393151438446521,181.95897701808386,248.95250383939106,0.3446231262150149,252.6817072092444,181.23815618242537,14,871.0,465.92857142857144,319.12680486354884,916.45087,647.1667,303.50558
2019-08-09,0.8739830318652588,200.820340020316,258.57292441720745,0.42678252809379147,535.7681271024745,196.72796767098563,14,928.0,393.7142857142857,354.41792552587674,912.83234,590.44226,335.45193
2019-08-10,0.8533086232241014,354.83603804452076,399.21298881580327,0.0,349.671054899795,347.70331273760115,14,556.0,280.7142857142857,195.4503393827577,920.58636,628.4176,342.98236
2019-08-11,0.821856995556464,210.54875346592493,261.11892177717203,0.15933801412516158,200.9135248025198,195.44635827200753,14,789.0,392.0,295.5425259000549,890.7176,587.44635,305.6808
2019-08-12,0.8321057195163922,189.0043067932129,256.1696088308869,0.43701713327911995,172.3984066383694,169.01273618425643,14,951.0,491.57142857142856,354.3009833646907,924.1312,660.58417,330.80698
2019-08-13,0.7897742725571321,224.6993522644043,313.6487865778335,0.058297413046303426,259.5239046681301,224.6993522644043,14,818.0,357.07142857142856,335.41236716012133,921.6532,581.7708,361.0243
2019-08-14,0.6248328558861456,315.3299751281738,399.31279902997403,0.0,690.6443128387228,315.3299751281738,14,567.0,163.57142857142858,175.7194942496155,871.67285,478.9014,323.833
2019-08-15,0.7406977496022799,160.2295368739537,242.3434250036815,0.4236218617778039,236.69612670873312,109.54798235212054,14,931.0,512.0714285714286,331.2606373991783,833.59344,621.6193,273.54282
2019-08-16,0.7180809269986838,214.07623173640326,303.5858394522931,0.0,152.8527727746672,211.52889662522537,13,925.0,397.84615384615387,292.54140622991196,919.94824,609.37506,309.66663
2019-08-17,0.2427240278126347,272.4039089496319,313.7413445814311,0.0,416.2884956187283,259.556760934683,13,336.0,110.46153846153847,98.30192892700138,554.71893,370.01828,180.57214
2019-08-18,0.7462526436697342,173.92633291391226,229.98781375270312,0.4785587616012761,231.79254525730096,89.04690786508414,13,976.0,537.9230769230769,331.4997389487312,834.3995,626.97,251.64659
2019-08-19,0.8516587228661356,285.9238492525541,331.06394416642826,0.051980438071144164,577.2232097180666,265.86927443284253,13,965.0,417.7692307692308,353.90303611915925,900.40546,683.63855,213.329
