date,correlation,mae,rmse,r2,mape,bias,num_points,actual_max,actual_mean,actual_std,predicted_max,predicted_mean,predicted_std
2019-07-21,0.6429885721963916,306.67817746675934,414.0358452182577,0.0,229.17531602213907,306.67817746675934,13,917.9999999999999,429.2307692307692,356.5405899861786,1052.7635,735.90894,325.4653
2019-07-22,0.792056739312387,292.04668954702527,356.65489219597623,0.0,199.25247568839652,292.04668954702527,13,948.0,499.6923076923077,347.07669292136393,1047.6682,791.739,252.22668
2019-07-23,0.8882678659149129,312.376223050631,348.20073085544084,0.0,725.869513185822,312.376223050631,13,907.0,493.9230769230769,338.34190339025935,1053.943,806.2994,262.00378
2019-07-24,0.9605167235654204,234.95566969651443,253.82218192857147,0.3051572111318529,109.96718690298053,234.95566969651443,13,940.0,556.8461538461538,316.9329177585919,1042.362,791.8018,257.35907
2019-07-25,0.9785513505355693,356.0546311598558,359.596355692754,0.0,319.497282078306,356.0546311598558,13,747.0,432.53846153846155,251.8774885351393,1044.0243,788.59314,253.79236
2019-07-26,0.8336619753747423,432.3782829871544,461.63297305748785,0.0,296.91918049111854,432.3782829871544,13,531.0,273.2307692307692,180.6853405998735,1018.99744,705.6091,286.18817
2019-07-27,0.8320673368682537,316.36054171048676,356.612083624749,0.0,273.5631656212843,316.36054171048676,13,889.0,367.0769230769231,308.82423845354214,949.93085,683.4375,258.66037
2019-07-28,0.7134544546573798,342.2316648043119,408.98589139382244,0.0,297.2666477938568,342.2316648043119,13,735.0,323.61538461538464,268.319007421371,999.28796,665.84705,329.1923
2019-07-29,0.6258782699840292,334.30323087252106,405.9428054658278,0.0,208.4593588317532,334.30323087252106,13,846.0,390.2307692307692,278.6354110799492,1010.24744,724.53394,275.5105
2019-07-30,0.9449105511922943,258.5922147310697,273.07956687862975,0.0,104.51328801732282,258.5922147310697,13,848.0,517.5384615384615,275.8648870324672,1004.5576,776.13074,246.86269
2019-07-31,0.8158257772375711,338.32135009765625,376.7495988230878,0.0,306.66612871451173,338.32135009765625,13,860.0,440.3076923076923,291.2279704445141,1036.1307,778.629,275.07092
2019-08-01,0.8943671302977466,290.4530041034405,319.0706486731343,0.0,367.6903638144365,290.4530041034405,13,861.0,485.7692307692308,307.20057341693274,1030.2318,776.2223,271.26468
2019-08-02,0.9665001563371878,290.1384089543269,300.0165034055383,0.0,163.47674471270847,290.1384089543269,13,839.0,501.6923076923077,285.43778791398796,1027.8256,791.83075,245.0851
2019-08-03,0.821910143999568,321.19095905010516,365.71989485219615,0.0,758.9817032248842,321.19095905010516,13,880.0,462.84615384615387,317.77189044812377,1041.6179,784.0371,280.47623
2019-08-04,0.9133304274380116,289.083489051232,313.64222198804407,0.0,459.37781349088584,289.083489051232,13,900.0,472.61538461538464,310.4600184837382,1031.2137,761.6989,276.31808
2019-08-05,0.9637825032173702,252.67578125,268.20861907792164,0.1842205839312384,240.4878238786275,252.67578125,13,890.0,525.9230769230769,309.07751496414335,1030.6132,778.5989,253.49074
2019-08-06,0.941622991757464,251.07762498121994,275.6880076903846,0.20845335882708116,149.5915181235312,251.07762498121994,13,937.0,549.0769230769231,322.52298665843483,1044.511,800.15454,256.22043
2019-08-07,0.9322256276889124,285.3580017089844,307.4827351804644,0.0,169.45132471820895,285.3580017089844,13,905.0,520.6153846153846,313.7176380286203,1052.7496,805.9733,256.10986
2019-08-08,0.7593001834349762,327.3342015193059,393.97920660511676,0.0,620.675379050645,327.3342015193059,13,873.0,436.9230769230769,340.62478416836257,1051.3777,764.25726,312.90897
2019-08-09,0.9236630445499998,270.3197784423828,298.1733979604305,0.14460589714372096,885.1850955210201,270.3197784423828,13,940.0,475.53846153846155,335.55740079868485,1037.1295,745.8583,285.05426
2019-08-10,0.8646372279957146,325.38358130821814,360.1334758814498,0.0,407.2197566648864,325.38358130821814,13,824.0,410.61538461538464,318.4377329142854,988.6633,735.999,260.75507
2019-08-11,0.6697081193176091,361.714354294997,411.9572862109425,0.0,169.88641583193694,361.714354294997,13,957.0,368.0,228.34878293230875,997.42865,729.7143,268.488
2019-08-12,0.821020550394839,262.6729219876803,312.3061805573934,0.0,154.5482909157877,262.6729219876803,13,912.0,487.7692307692308,306.381340229828,1010.62317,750.44214,269.48447
2019-08-13,0.8173113500879123,322.81451181265027,368.54718664212925,0.0,225.64706820238052,322.81451181265027,13,933.0,472.3076923076923,320.65723772053565,1038.9403,795.1223,251.3147
2019-08-14,0.9211420566140707,282.5033146784856,309.44670591883494,0.0,233.93931817099,282.5033146784856,13,934.0,493.0,320.6763685296023,1032.6669,775.5033,254.16638
2019-08-15,0.7595145762731853,339.2479999248798,396.58701617950624,0.0,320.59213142835716,339.2479999248798,13,838.0,372.0,313.11472870712,1021.05005,711.248,302.80212
2019-08-16,0.9621902873985934,431.99168395996094,451.2850720295754,0.0,606.4613785114584,431.99168395996094,13,486.0,257.84615384615387,177.60060348707816,1007.48303,689.8378,297.85574
2019-08-17,0.9276793768190805,211.36039088322565,240.61902712324832,0.3879247499966654,218.3425463960587,211.36039088322565,13,856.0,474.0,320.1169057287249,966.67975,685.3604,290.6247
2019-08-18,0.924990707128814,252.59253868689905,284.1492937523609,0.18754562969898292,222.08435690584457,252.59253868689905,13,938.0,541.8461538461538,328.1165560574083,1030.9097,794.4387,250.55211
2019-08-19,0.9161404571229249,260.6603510929988,292.6797664244894,0.13499520144595245,204.92200514116962,260.6603510929988,13,938.0,545.2307692307693,327.5401130259096,1047.9268,805.8912,255.85483
